X,Y,Z,S,R,G,B
-21.946,-40.712,6.82,8.2211,1,0.73333,0.48235
-39.692,-73.759,-33.61,3.0627,0.98431,0.97255,1
-82.229,-153.07,78.913,2.5167,1,0.84314,0.68235
-80.255,-149.72,-153.33,0.38241,1,0.84314,0.68235
-103.28,-192.92,176.12,1.1272,1,0.84314,0.68235
-81.385,-152.68,-191.93,0.86855,1,0.84314,0.68235
-13.901,-26.135,-90.808,2.1097,0.75294,0.81961,1
-50.312,-94.718,19.067,1.5542,0.75294,0.81961,1
-34.728,-65.506,-18.168,3.0964,1,0.95686,0.9098
-117.79,-223.05,147.89,0.62013,1,0.84314,0.68235
-71.867,-136.31,110.12,1.1832,0.75294,0.81961,1
-66.28,-126.04,-49.02,1.8708,0.75294,0.81961,1
-56.291,-107.17,145.19,0.47728,1,0.84314,0.68235
-20.512,-39.115,-70.502,0.96952,0.66667,0.74902,1
-34.977,-66.787,111.06,0.79078,1,0.84314,0.68235
-86.705,-165.93,-240.62,0.18937,0.75294,0.81961,1
-91.653,-175.62,-98.509,1.4457,0.75294,0.81961,1
-21.658,-41.571,-15.539,2.9621,0.98431,0.97255,1
-14.271,-27.423,198.41,1.3961,1,0.95686,0.9098
-43.229,-83.187,-42.887,1.5739,0.75294,0.81961,1
-34.293,-66.376,13.225,3.1296,0.98431,0.97255,1
-50.328,-97.64,68.648,2.0481,0.75294,0.81961,1
-102.08,-198.34,-55.583,0.99245,1,0.84314,0.68235
-18.116,-35.324,21.5,4.3169,0.98431,0.97255,1
-22.383,-43.744,-25.122,4.4108,1,0.95686,0.9098
-11.589,-22.697,23.904,6.6933,1,0.84314,0.68235
-42.825,-84.018,-131.49,0.48494,0.66667,0.74902,1
-100.17,-196.85,46.589,1.412,0.75294,0.81961,1
-48.36,-95.213,-59.197,3.1464,0.98431,0.97255,1
-26.184,-51.625,137.33,0.34361,1,0.95686,0.9098
-86.934,-171.84,-111.87,1.4512,0.98431,0.97255,1
-93.765,-185.92,-151.88,1.5742,1,0.95686,0.9098
-38.24,-76.032,-87.552,3.0964,0.98431,0.97255,1
-10.632,-21.164,5.6984,4.7466,1,0.95686,0.9098
-84.803,-169.09,157.74,0.18263,1,0.84314,0.68235
-35.798,-71.517,-44.435,2.7331,0.98431,0.97255,1
-78.975,-158.06,-79.614,1.9132,0.75294,0.81961,1
-118.3,-237.07,282.9,0.9981,0.98431,0.97255,1
-105.91,-212.71,-244.99,0.84434,1,0.73333,0.48235
-93.048,-187.13,328.22,0.79967,1,0.84314,0.68235
-43.863,-88.44,-38.108,1.2872,0.66667,0.74902,1
-67.664,-136.91,50.259,1.429,1,0.95686,0.9098
-44.778,-90.765,-83.81,1.5669,0.66667,0.74902,1
-78.766,-160.07,191.58,0.77032,1,0.84314,0.68235
-103.15,-210.08,153.91,1.6533,1,0.73333,0.48235
-10.982,-22.496,18.069,7.2021,1,0.84314,0.68235
-14.648,-30.069,-44.089,4.6348,1,0.95686,0.9098
-57.133,-117.58,-43.991,2.5917,1,0.95686,0.9098
-20.653,-42.781,-3.2831,2.7911,0.75294,0.81961,1
-43.2,-89.633,-151.39,1.4897,0.66667,0.74902,1
-69.392,-144.38,83.904,1.3436,0.75294,0.81961,1
-94.087,-196.41,29.576,0.90006,1,0.84314,0.68235
-91.169,-190.68,-84.964,1.6523,1,0.84314,0.68235
-65.646,-137.66,16.241,1.3512,1,0.95686,0.9098
-37.606,-79.002,-115.01,2.7005,0.75294,0.81961,1
-22.735,-47.854,-39.297,3.6635,0.98431,0.97255,1
-28.772,-60.693,304.2,0.012525,1,0.84314,0.68235
-55.366,-117.07,-285.48,1.409,1,0.84314,0.68235
-115.84,-246.94,185.81,0.37721,1,0.95686,0.9098
-89.948,-192.35,76.589,0.72202,1,0.84314,0.68235
-143.7,-307.95,-280.33,0.32013,1,0.95686,0.9098
-56.218,-120.67,-272.22,0.25257,1,0.84314,0.68235
-27.989,-60.213,76.525,3.1116,1,0.95686,0.9098
-32.822,-70.717,99.928,1.1154,0.75294,0.81961,1
-24.536,-52.969,59.568,2.9041,1,0.84314,0.68235
-5.0352,-10.907,10.429,7.9819,1,0.73333,0.48235
-59.704,-129.8,137.11,1.4565,0.98431,0.97255,1
-42.52,-92.599,73.753,3.1318,0.98431,0.97255,1
-37.659,-82.112,-100.99,0.85028,0.66667,0.74902,1
-106.79,-233.49,101.93,1.1135,0.75294,0.81961,1
-17.897,-39.234,-42.847,4.6608,0.98431,0.97255,1
-57.158,-125.73,1.2012,1.9987,0.75294,0.81961,1
-16.233,-35.772,-24.864,6.1132,1,0.84314,0.68235
-104.02,-229.95,100.72,0.76924,1,0.84314,0.68235
-43.987,-97.514,33.531,3.1318,0.98431,0.97255,1
-8.3133,-18.456,-37.575,5.1489,1,0.95686,0.9098
-21.421,-47.623,-0.24013,4.5508,1,0.95686,0.9098
-95.247,-212.58,-349.68,0.11288,0.66667,0.74902,1
-140.59,-314.98,70.748,0.026592,1,0.84314,0.68235
-39.781,-89.293,-63.967,1.1124,0.75294,0.81961,1
-16.668,-37.444,-67.16,2.6907,0.75294,0.81961,1
-34.118,-76.788,63.403,2.6586,1,0.84314,0.68235
-8.4835,-19.129,-5.0784,6.7345,1,0.84314,0.68235
-8.4546,-19.092,-19.923,7.6885,1,0.84314,0.68235
-57.925,-131.03,-317.62,1.0894,0.75294,0.81961,1
-28.912,-65.711,90.957,2.0301,0.75294,0.81961,1
-6.6791,-15.22,-6.6938,9.1336,1,0.84314,0.68235
-23.836,-54.409,-117.21,0.54692,0.75294,0.81961,1
-4.3165,-9.8668,31.973,4.4494,0.98431,0.97255,1
-55.294,-126.93,-69.236,2.1312,0.66667,0.74902,1
-37.889,-87.291,-66.59,2.835,0.98431,0.97255,1
-75.64,-174.61,-38.666,2.049,1,0.84314,0.68235
-18.958,-43.88,53.008,2.2422,1,0.84314,0.68235
-15.389,-35.741,-118.13,1.7963,1,0.84314,0.68235
-34.693,-80.773,70.789,2.8472,0.98431,0.97255,1
-58.324,-136.08,-169.05,0.7618,1,0.84314,0.68235
-8.3685,-19.609,-3.7621,9.1427,1,0.73333,0.48235
-33.505,-78.719,32.662,3.4311,1,0.95686,0.9098
-54.169,-127.48,67.508,0.94122,0.75294,0.81961,1
-40.29,-94.923,-184.05,1.2989,1,0.84314,0.68235
-96.284,-227.42,-281.57,0.75256,1,0.95686,0.9098
-174.05,-412.88,-18.075,0.48152,1,0.84314,0.68235
-49.815,-118.39,162.93,1.0852,1,0.84314,0.68235
-62.445,-148.7,-29.408,2.5666,0.98431,0.97255,1
-10.154,-24.221,55.778,3.7303,1,0.95686,0.9098
-29.72,-71.162,-108.33,3.3311,0.98431,0.97255,1
-32.963,-79.139,219.72,1.3568,1,0.95686,0.9098
-97.363,-234.42,-221.21,1.0638,0.66667,0.74902,1
-37.289,-90.106,64.327,2.8824,0.98431,0.97255,1
-56.297,-136.35,-78.16,0.77713,0.66667,0.74902,1
-32.099,-77.947,169.6,1.7332,0.98431,0.97255,1
-17.347,-42.267,-267.87,1.1392,0.66667,0.74902,1
-19.295,-47.114,1.7637,0.2846,0.75294,0.81961,1
-23.329,-57.124,-18.41,0.24586,1,0.95686,0.9098
-64.785,-159.02,273.08,0.18681,1,0.84314,0.68235
-66.81,-164.58,-74.67,2.1058,1,0.95686,0.9098
-67.021,-165.37,-7.0418,2.1309,0.98431,0.97255,1
-90.268,-223.22,319.42,0.6797,1,0.95686,0.9098
-18.655,-46.253,-19.612,0.80456,0.75294,0.81961,1
-18.701,-46.538,89.827,0.85833,0.75294,0.81961,1
-38.752,-96.634,-99.613,1.9868,0.75294,0.81961,1
-15.773,-39.468,2.4109,5.6744,1,0.84314,0.68235
-13.835,-34.693,-67.112,3.8131,0.98431,0.97255,1
-77.073,-193.74,-111.41,1.2917,1,0.95686,0.9098
-70.484,-177.78,-48.27,2.265,1,0.73333,0.48235
-26.991,-68.171,-98.009,1.1511,1,0.95686,0.9098
-62.583,-158.49,-116.85,1.1842,0.98431,0.97255,1
-26.707,-67.728,78.817,3.0471,0.98431,0.97255,1
-90.747,-230.61,-271.57,0.85284,0.66667,0.74902,1
-68.943,-175.48,-246.78,0.37928,1,0.84314,0.68235
-17.51,-44.858,-3.5594,6.1809,1,0.95686,0.9098
-26.256,-67.437,-173.1,1.7836,0.98431,0.97255,1
-21.968,-56.574,-44.193,4.0425,1,0.95686,0.9098
-66.999,-173,-176.99,1.3053,0.66667,0.74902,1
-76.121,-197.11,142.93,1.8764,1,0.84314,0.68235
-7.5903,-19.756,110.99,2.5247,0.98431,0.97255,1
-93.514,-244.03,82.256,0.66146,0.98431,0.97255,1
-3.4872,-9.1265,-0.39647,5.8187,1,0.84314,0.68235
-57.436,-150.49,-223.48,0.85953,1,0.95686,0.9098
-14.857,-39.035,113.48,2.5875,0.98431,0.97255,1
-38.053,-100.16,-123.72,2.8402,0.75294,0.81961,1
-29.739,-78.388,35.361,2.075,1,0.84314,0.68235
-59.709,-157.69,-134.97,0.6879,0.66667,0.74902,1
-135.29,-358.31,-76.817,0.3112,1,0.84314,0.68235
-54.742,-146.07,-221.61,0.53513,0.66667,0.74902,1
-99.715,-266.78,459.43,0.32586,1,0.84314,0.68235
-19.62,-52.665,32.021,3.446,1,0.95686,0.9098
-46.42,-125.09,-59.772,2.8153,0.98431,0.97255,1
-14.052,-37.977,-23.278,4.8631,1,0.95686,0.9098
-19.522,-52.963,100.58,2.9201,1,0.95686,0.9098
-33.801,-91.866,-21.407,3.5957,0.98431,0.97255,1
-28.707,-78.175,-48.986,2.6647,1,0.95686,0.9098
-54.549,-149,-277.3,1.1777,0.75294,0.81961,1
-59.058,-161.62,-10.885,2.2271,0.66667,0.74902,1
-82.571,-226.43,37.411,1.4639,0.75294,0.81961,1
-19.798,-54.488,93.212,3.0476,0.98431,0.97255,1
-35.247,-97.978,22.884,0.94101,0.75294,0.81961,1
-27.833,-77.576,-22.635,3.7409,0.98431,0.97255,1
-57.521,-160.7,-73.593,2.2139,1,0.95686,0.9098
-57.541,-160.99,-246.88,0.85222,1,0.73333,0.48235
-11.387,-32.088,-125.68,2.8768,0.98431,0.97255,1
-22.45,-63.429,43.866,3.3758,0.98431,0.97255,1
-78.151,-221.27,6.0122,1.707,0.98431,0.97255,1
-21.991,-62.422,15.33,4.3995,1,0.95686,0.9098
-8.8228,-25.228,21.583,0.80021,1,0.95686,0.9098
-22.053,-63.176,-55.178,3.4591,1,0.84314,0.68235
-66.934,-192.59,95.688,1.7269,0.98431,0.97255,1
-114.72,-332.54,173.33,0.6027,0.98431,0.97255,1
-114,-331.17,144.25,0.39802,1,0.84314,0.68235
-17.534,-51.115,-88.421,2.8326,0.98431,0.97255,1
-9.6826,-28.26,42.532,4.481,1,0.95686,0.9098
-6.1596,-18.043,57.84,4.7369,1,0.95686,0.9098
-73.589,-215.99,69.95,1.6711,1,0.84314,0.68235
-52.632,-155.01,205.16,1.7146,0.98431,0.97255,1
-42.148,-124.34,112.68,1.9696,0.75294,0.81961,1
-61.831,-182.67,193.55,1.4074,1,0.84314,0.68235
-81.717,-242.54,210.1,0.63003,1,0.84314,0.68235
-25.553,-75.969,115.81,1.2163,0.98431,0.97255,1
-15.282,-45.542,34.43,3.472,1,0.95686,0.9098
-30.774,-92.306,-30.393,3.8883,0.98431,0.97255,1
-39.602,-119.89,145.54,2.1858,0.98431,0.97255,1
-50.93,-156.26,60.487,1.3832,1,0.84314,0.68235
-64.884,-200.27,133.69,0.98572,1,0.84314,0.68235
-7.9064,-24.549,19.445,5.854,1,0.84314,0.68235
-27.818,-86.778,-113.78,3.0116,1,0.84314,0.68235
-27.561,-86.142,80.478,2.0949,0.75294,0.81961,1
-98.171,-308.8,68.178,0.68003,1,0.84314,0.68235
-37.253,-117.5,66.489,3.0785,0.98431,0.97255,1
-27.159,-85.886,-141.89,2.8426,0.98431,0.97255,1
-49.258,-156.3,40.964,1.5916,1,0.84314,0.68235
-27.573,-88.26,82.955,0.81898,1,0.84314,0.68235
-40.758,-130.87,104.59,2.7171,0.98431,0.97255,1
-31.91,-102.7,-80.322,2.7008,1,0.95686,0.9098
-19.854,-64.061,11.108,2.5181,0.98431,0.97255,1
-13.868,-44.822,45.564,3.992,0.98431,0.97255,1
-54.673,-177.22,-41.795,2.4849,1,0.84314,0.68235
-14.594,-47.611,27.225,2.85,0.98431,0.97255,1
-10.947,-35.788,-27.217,8.7133,1,0.73333,0.48235
-38.96,-127.88,-67.877,2.4206,0.98431,0.97255,1
-28.474,-93.637,-34.383,3.1304,0.98431,0.97255,1
-15.583,-51.421,-66.657,4.2672,1,0.95686,0.9098
-38.369,-127.2,-237.89,1.3033,0.66667,0.74902,1
-38.557,-128.24,-144.81,1.115,0.66667,0.74902,1
-66.534,-221.94,12.227,0.92239,1,0.95686,0.9098
-7.5132,-25.131,-9.7628,3.6252,1,0.95686,0.9098
-39.757,-133.21,-8.5443,2.9306,0.98431,0.97255,1
-50.997,-171.41,37.928,2.0699,1,0.84314,0.68235
-52.351,-176.54,-196.84,0.96687,0.75294,0.81961,1
-77.266,-260.92,-92.336,1.3579,1,0.84314,0.68235
-13.465,-45.557,-3.6052,4.4301,1,0.95686,0.9098
-24.067,-81.658,89.832,1.3971,0.75294,0.81961,1
-21.302,-72.605,-8.1583,0.82298,1,0.84314,0.68235
-77.636,-265.17,-287.02,0.33837,1,0.84314,0.68235
-38.101,-130.4,-59.103,0.90652,1,0.95686,0.9098
-27.231,-93.312,-108.35,2.7348,1,0.73333,0.48235
-21.286,-73.054,42.246,2.8516,0.75294,0.81961,1
-8.5686,-29.483,-101.15,3.2195,1,0.95686,0.9098
-17.206,-59.429,-122.85,0.29767,0.75294,0.81961,1
-12.701,-44.084,-77.628,2.6247,0.98431,0.97255,1
-62.88,-218.89,-4.582,1.9423,1,0.95686,0.9098
-19.773,-69.043,78.022,1.9026,0.75294,0.81961,1
-26.391,-92.405,-105.7,1.9755,0.75294,0.81961,1
-3.6788,-12.896,47.654,3.6168,0.98431,0.97255,1
-16.173,-56.851,-76.43,1.0147,0.75294,0.81961,1
-17.552,-61.987,-234.62,1.8892,1,0.95686,0.9098
-20.067,-71.028,-2.6403,3.9181,0.98431,0.97255,1
-50.771,-180.24,-194.89,1.531,0.66667,0.74902,1
-15.932,-56.739,100.08,3.225,0.98431,0.97255,1
-94.151,-336.64,-412.31,0.30586,1,0.84314,0.68235
-6.9764,-25.017,4.2879,1.0883,1,0.84314,0.68235
-32.384,-116.46,128.86,2.4541,1,0.95686,0.9098
-100.49,-362.98,-235.96,0.55091,1,0.84314,0.68235
-42.725,-154.57,195.9,0.93299,1,0.95686,0.9098
-28.332,-103.03,-252.28,1.2615,1,0.95686,0.9098
-13.622,-49.653,14.234,3.2515,0.98431,0.97255,1
-3.8838,-14.22,-12.177,6.9225,1,0.84314,0.68235
-8.15,-29.916,81.566,1.7059,1,0.84314,0.68235
-11.524,-42.484,112.78,2.0949,0.75294,0.81961,1
-81.299,-300.37,246.25,0.697,1,0.84314,0.68235
-33.574,-125.35,46.191,2.6147,1,0.95686,0.9098
-2.8575,-10.693,-28.478,6.9247,1,0.84314,0.68235
-33.606,-126.05,-274.53,0.66598,1,0.84314,0.68235
-53.078,-199.66,-2.8125,2.2742,0.98431,0.97255,1
-4.3636,-16.437,-26.487,4.5001,1,0.95686,0.9098
-17.27,-65.323,-39.826,4.3076,1,0.95686,0.9098
-29.598,-112.61,5.1905,2.6174,0.98431,0.97255,1
-9.6766,-36.859,19.582,3.4105,0.98431,0.97255,1
-69.881,-266.6,-102.7,0.017395,0.66667,0.74902,1
-24.513,-93.867,-45.833,3.1771,0.98431,0.97255,1
-69.512,-266.92,197.06,0.27911,1,0.84314,0.68235
-15.756,-60.839,8.4509,3.9792,0.98431,0.97255,1
-16.842,-65.254,-93.276,2.5851,1,0.95686,0.9098
-38.331,-148.95,-194.73,1.5165,1,0.84314,0.68235
-8.6199,-33.561,-7.2979,6.2343,1,0.84314,0.68235
-24.08,-94.045,16.804,2.0523,0.75294,0.81961,1
-5.543,-21.757,-2.3868,9.0915,1,0.73333,0.48235
-45.508,-180.08,170.15,1.674,0.75294,0.81961,1
-3.0833,-12.216,21.463,8.36,1,0.84314,0.68235
-32.579,-129.63,209.8,1.2111,0.66667,0.74902,1
-35.288,-140.78,-272.39,0.98273,1,0.84314,0.68235
-40.967,-164.35,-81.509,0.28956,0.66667,0.74902,1
-29.439,-118.42,221.82,0.89299,1,0.84314,0.68235
-14.193,-57.389,-289.89,1.2346,1,0.84314,0.68235
-54.604,-221.12,116.34,1.2509,0.98431,0.97255,1
-18.938,-76.992,-38.065,1.8788,0.75294,0.81961,1
-2.5434,-10.407,-0.94928,7.5419,1,0.84314,0.68235
-47.31,-194.78,12.044,0.79615,0.98431,0.97255,1
-44.882,-185.18,101.69,1.8179,0.75294,0.81961,1
-2.959,-12.326,47.652,3.9153,1,0.95686,0.9098
-39.3,-164.08,25.586,0.79949,1,0.84314,0.68235
-26.713,-111.73,21.197,1.0424,1,0.95686,0.9098
-27.787,-116.57,-26.371,2.4858,0.98431,0.97255,1
-25.111,-105.59,-20.717,2.4732,0.75294,0.81961,1
-58.241,-246.15,170.2,0.40937,1,0.84314,0.68235
-1.3898,-5.9074,-64.991,4.5963,1,0.95686,0.9098
-13.693,-58.359,12.879,3.5323,0.98431,0.97255,1
-22.657,-96.928,112.11,0.78063,1,0.84314,0.68235
-23.567,-101.1,7.2101,2.9436,0.98431,0.97255,1
-22.212,-95.62,26.69,2.8528,0.98431,0.97255,1
-6.667,-28.974,0.89263,8.063,1,0.95686,0.9098
-8.1791,-35.817,-27.327,4.3763,1,0.95686,0.9098
-43.685,-192.14,31.865,2.3792,0.75294,0.81961,1
-87.468,-385.75,206.98,0.44124,1,0.84314,0.68235
-21.394,-94.536,320.09,0.60836,0.75294,0.81961,1
-17.859,-79.414,-177.12,1.6206,1,0.95686,0.9098
-13.18,-58.786,24.453,2.9648,0.98431,0.97255,1
-13.164,-58.997,10.701,3.0596,0.98431,0.97255,1
-43.322,-194.77,-58.395,2.0007,1,0.84314,0.68235
-39.79,-180.2,184.71,1.796,0.98431,0.97255,1
-5.3338,-24.248,-6.9905,0.37248,0.75294,0.81961,1
-21.966,-100.35,-19.739,3.6523,0.98431,0.97255,1
-15.202,-69.727,44.905,2.6104,1,0.84314,0.68235
-56.963,-262.33,14.251,1.7127,1,0.84314,0.68235
-16.151,-74.83,34.488,2.3196,0.98431,0.97255,1
-3.0394,-14.121,-11.452,10.922,0.39216,0.39216,0.39216
-15.671,-73.207,139.68,2.1101,0.98431,0.97255,1
-5.123,-24.027,-25.329,4.792,1,0.95686,0.9098
-65.595,-308.57,-209.67,0.95802,0.66667,0.74902,1
-25.808,-121.99,45.702,2.984,0.75294,0.81961,1
-16.55,-78.476,2.9745,4.2676,1,0.95686,0.9098
-40.377,-192.47,-100.28,1.8105,1,0.95686,0.9098
-10.225,-48.978,-80.611,3.8742,0.98431,0.97255,1
-26.22,-125.99,-38.156,3.1108,0.75294,0.81961,1
-48.043,-233.27,-257.67,0.30422,1,0.73333,0.48235
-21.281,-103.7,-29.478,1.4952,0.75294,0.81961,1
-24.455,-119.7,-270.42,0.93815,0.75294,0.81961,1
-21.2,-104.36,53.857,3.3762,0.98431,0.97255,1
-17.466,-86.536,-172.1,2.2775,0.98431,0.97255,1
-8.3707,-41.825,69.291,3.3378,0.98431,0.97255,1
-41.033,-206.06,-237.98,0.56155,1,0.84314,0.68235
-12.908,-65.321,-8.4136,3.9359,0.98431,0.97255,1
-45.173,-229.04,149.11,1.0675,1,0.84314,0.68235
-4.5956,-23.405,-92.109,3.828,1,0.95686,0.9098
-29.986,-153.19,11.159,2.6675,0.75294,0.81961,1
-3.3891,-17.44,3.4723,9.7213,1,0.73333,0.48235
-29.728,-154.4,166.98,2.1274,0.98431,0.97255,1
-16.005,-83.411,22.241,3.5626,1,0.95686,0.9098
-4.8604,-25.39,31.479,5.0003,1,0.95686,0.9098
-26.344,-138.58,-7.08,3.2302,0.75294,0.81961,1
-7.9194,-41.774,-27.257,2.0133,0.98431,0.97255,1
-21.919,-116.79,121.66,2.3569,0.75294,0.81961,1
-13.238,-70.788,147.87,1.3095,0.98431,0.97255,1
-42.359,-227.45,126.84,1.0432,0.75294,0.81961,1
-14.288,-78.072,-45.006,3.9391,1,0.95686,0.9098
-43.483,-238.46,70.805,0.98848,1,0.84314,0.68235
-15.295,-84.18,47.081,0.7315,1,0.84314,0.68235
-24.75,-136.46,14.785,0.7876,0.98431,0.97255,1
-30.322,-167.84,-194.11,0.82855,0.66667,0.74902,1
-4.0423,-22.494,121.01,1.8578,0.75294,0.81961,1
-21.681,-121.5,201.63,1.8317,0.98431,0.97255,1
-39.534,-222.62,152.06,0.73333,1,0.95686,0.9098
-23.464,-132.62,-27.037,3.0207,0.98431,0.97255,1
-43.316,-245.66,-318.88,0.28348,1,0.84314,0.68235
-69.171,-396.47,-352.13,0.31921,1,0.84314,0.68235
-30.052,-172.78,201.83,0.54436,1,0.84314,0.68235
-9.836,-56.985,-13.188,0.45429,0.75294,0.81961,1
-33.08,-193.14,195.79,0.93754,0.75294,0.81961,1
-21.327,-124.89,3.4428,2.5254,0.98431,0.97255,1
-27.319,-161.05,148.48,0.92049,1,0.95686,0.9098
-22.169,-132.54,52.001,1.2368,1,0.84314,0.68235
-39.424,-236.59,119.78,1.7285,0.75294,0.81961,1
-9.1622,-55.369,15.182,3.9076,0.98431,0.97255,1
-5.1267,-31.116,-11.239,5.2162,1,0.95686,0.9098
-25.853,-157.62,-2.4921,2.0029,1,0.84314,0.68235
-27.554,-168.48,-459.51,0.31815,1,0.84314,0.68235
-22.897,-141.22,-67.008,1.287,0.75294,0.81961,1
-6.4764,-40.354,110.91,3.4169,1,0.84314,0.68235
-30.71,-192.98,-236.45,0.74609,1,0.95686,0.9098
-85.455,-540.29,-269.43,0.014219,1,0.95686,0.9098
-9.1333,-58.372,-76.096,4.021,1,0.95686,0.9098
-9.0113,-57.885,-123.21,3.0455,0.98431,0.97255,1
-25.088,-161.63,-38.648,2.2526,0.75294,0.81961,1
-23.289,-150.57,-207.05,1.4997,1,0.95686,0.9098
-9.4955,-62.098,-43.061,2.3813,1,0.84314,0.68235
-24.824,-163.63,-94.288,0.4208,0.75294,0.81961,1
-26.886,-178.32,-129.85,1.4461,1,0.84314,0.68235
-14.858,-99.756,-54.859,2.4801,1,0.95686,0.9098
-15.578,-105.2,-195.69,1.6212,0.75294,0.81961,1
-48.734,-330.15,44.652,0.89378,0.75294,0.81961,1
-33.628,-228.95,-182.94,0.281,1,0.84314,0.68235
-16.29,-111.22,-212.48,1.3555,1,0.84314,0.68235
-53.337,-365.7,-236.19,0.089674,0.75294,0.81961,1
-8.6775,-59.957,63.333,3.9064,1,0.95686,0.9098
-22.218,-154.51,-272.99,1.3321,0.66667,0.74902,1
-33.197,-231.71,76.645,1.0526,1,0.84314,0.68235
-73.965,-520.05,-241.25,0.080231,0.75294,0.81961,1
-9.1248,-64.759,-59.735,3.6235,1,0.95686,0.9098
-33.029,-237.68,139.92,0.98151,0.75294,0.81961,1
-21.614,-156.37,244.1,0.75279,1,0.95686,0.9098
-20.901,-152.15,-15.164,2.6179,0.75294,0.81961,1
-9.1803,-67.088,-34.1,4.2312,1,0.95686,0.9098
-7.5954,-56.048,-144.1,3.0412,0.98431,0.97255,1
-4.6228,-34.384,135.49,2.7515,0.98431,0.97255,1
-37.492,-282.19,116.78,1.1494,1,0.84314,0.68235
-17.576,-133.22,-3.0643,2.8679,0.98431,0.97255,1
-38.841,-295.92,-5.4067,1.5352,0.98431,0.97255,1
-1.9556,-14.991,16.442,5.4749,1,0.95686,0.9098
-32.064,-246.63,47.302,0.072985,1,0.84314,0.68235
-28.879,-223.21,-154.91,1.0974,1,0.95686,0.9098
-10.955,-85.514,-66.003,1.7113,0.75294,0.81961,1
-33.982,-266.68,-84.112,1.0811,0.98431,0.97255,1
-20.115,-159.85,57.123,0.60578,1,0.84314,0.68235
-7.6301,-60.883,45.51,3.5747,1,0.95686,0.9098
-12.564,-101.55,-68.252,0.98045,1,0.84314,0.68235
-30.951,-251.07,9.9534,1.753,1,0.84314,0.68235
-17.934,-147.38,31.368,0.51443,0.66667,0.74902,1
-4.6517,-38.748,25.899,6.857,1,0.73333,0.48235
-10.55,-88.441,-110.39,2.4309,1,0.84314,0.68235
-15.956,-134.73,-42.765,1.0448,1,0.84314,0.68235
-21.965,-191.67,-46.334,1.7622,1,0.84314,0.68235
-13.807,-121.1,-39.219,2.3733,0.98431,0.97255,1
-3.6043,-31.822,55.672,3.2414,0.98431,0.97255,1
-10.702,-94.964,-108.12,0.52367,1,0.95686,0.9098
-36.813,-331.18,177.1,0.65623,1,0.84314,0.68235
-2.1776,-19.658,-125.84,2.1743,0.75294,0.81961,1
-33.724,-305.26,-91.695,1.2108,0.66667,0.74902,1
-0.72335,-6.6016,12.425,4.4857,1,0.95686,0.9098
-39.209,-360.54,-194.49,0.37803,1,0.84314,0.68235
-29.411,-274.32,-13.936,0.54354,0.66667,0.74902,1
-11.953,-112.35,-12.116,1.3324,1,0.84314,0.68235
-17.984,-171.67,21.239,1.7283,1,0.84314,0.68235
-17.331,-166.37,-181.62,0.98728,1,0.84314,0.68235
-31.323,-302.07,173.28,1.2218,1,0.95686,0.9098
-5.8074,-56.71,33.963,1.9306,0.75294,0.81961,1
-18.813,-186.63,85.611,1.3287,1,0.95686,0.9098
-2.9507,-29.493,93.755,0.9066,1,0.95686,0.9098
-15.914,-162.91,151.76,1.1264,0.75294,0.81961,1
-0.74249,-7.6688,2.5913,10.07,1,0.73333,0.48235
-7.3052,-76.431,133.04,2.9479,0.98431,0.97255,1
-12.583,-132.76,143.74,1.2379,0.98431,0.97255,1
-14.693,-157.16,-24.552,2.9729,0.75294,0.81961,1
-7.7521,-83.528,-48.689,3.7763,0.98431,0.97255,1
-8.3508,-90.727,21.587,1.2629,0.98431,0.97255,1
-12.49,-136.5,-43.077,2.813,1,0.95686,0.9098
-10.581,-116.57,126.6,1.7871,0.98431,0.97255,1
-6.469,-72.291,-67.631,3.2373,0.98431,0.97255,1
-5.1085,-57.708,-144.59,2.4277,0.75294,0.81961,1
-0.97707,-11.128,23.958,6.2792,1,0.84314,0.68235
-14.091,-161.58,90.785,1.3539,1,0.84314,0.68235
-3.7601,-44.614,-6.1095,7.0449,1,0.84314,0.68235
-3.1406,-37.523,18.723,6.6311,1,0.84314,0.68235
-11.34,-138.16,123.31,0.65794,0.75294,0.81961,1
-6.6631,-83.707,33.08,1.9527,0.98431,0.97255,1
-8.0791,-102.81,54.016,1.4,0.75294,0.81961,1
-4.4185,-57.065,-66.474,3.2645,0.98431,0.97255,1
-7.6398,-99.579,-56.364,2.7526,0.98431,0.97255,1
-7.4516,-98.03,55.439,1.3772,0.75294,0.81961,1
-6.5925,-87.795,-74.718,3.4076,0.98431,0.97255,1
-1.4504,-19.531,1.9857,9.2093,1,0.73333,0.48235
-1.5981,-21.843,8.6761,5.6494,1,0.84314,0.68235
-8.003,-110.08,28.123,0.93747,0.98431,0.97255,1
-1.8055,-24.993,2.0016,0.75832,1,0.84314,0.68235
-12.099,-169.26,70.678,1.938,0.98431,0.97255,1
-5.2193,-74.575,102.15,0.23814,0.75294,0.81961,1
-4.2157,-60.69,-97.835,3.2826,1,0.95686,0.9098
-8.2173,-121.93,-22.289,2.649,0.98431,0.97255,1
-5.7241,-86.448,52.329,2.6638,0.98431,0.97255,1
-16.494,-254.3,206.29,0.6115,1,0.84314,0.68235
-12.655,-199.07,-190,0.69953,1,0.73333,0.48235
-4.2615,-67.841,-36.765,3.5497,0.98431,0.97255,1
-10.505,-169.87,-31.095,1.5696,0.75294,0.81961,1
