X,Y,Z,S,R,G,B
3.946,-40.795,-67.16,2.6907,0.75294,0.81961,1
0.5177,-5.3193,6.0099,10.743,1,0.73333,0.48235
17.657,-179.03,32.544,0.61994,1,0.84314,0.68235
3.0682,-30.992,-29.718,7.8902,0.39216,0.39216,0.39216
14.203,-142.56,-317.62,1.0894,0.75294,0.81961,1
12.95,-129.04,53.408,1.8554,0.75294,0.81961,1
6.4731,-64.031,-65.147,1.5111,0.75294,0.81961,1
6.1095,-59.086,-117.21,0.54692,0.75294,0.81961,1
10.047,-96.804,30.319,2.9383,1,0.95686,0.9098
10.146,-94.617,-66.59,2.835,0.98431,0.97255,1
14.996,-138.11,37.469,1.4999,1,0.84314,0.68235
8.377,-76.33,21.979,2.188,1,0.95686,0.9098
13.975,-126.33,-141.38,0.80493,0.66667,0.74902,1
9.7482,-87.366,70.789,2.8472,0.98431,0.97255,1
18.885,-168.13,-154.86,2.1274,1,0.95686,0.9098
27.095,-240.53,202.3,1.2353,0.75294,0.81961,1
4.0951,-35.957,-82.591,3.4547,1,0.95686,0.9098
22.47,-196.47,-257.5,0.65275,0.66667,0.74902,1
9.7992,-84.989,32.662,3.4311,1,0.95686,0.9098
11.799,-101.79,40.682,2.808,0.98431,0.97255,1
15.062,-129.6,83.757,0.9178,1,0.84314,0.68235
11.466,-98.314,-23.039,3.615,0.98431,0.97255,1
12.742,-108.3,-51.907,1.5602,0.75294,0.81961,1
3.1671,-26.072,55.778,3.7303,1,0.95686,0.9098
5.4012,-44.049,-129.8,1.5636,0.98431,0.97255,1
19.279,-156.11,-37.968,1.0449,1,0.84314,0.68235
23.101,-184.98,7.5983,1.6758,1,0.84314,0.68235
21.228,-169.32,-33.57,0.69834,0.66667,0.74902,1
12.258,-96.744,64.327,2.8824,0.98431,0.97255,1
2.6968,-21.161,-5.5819,10.553,0.39216,0.39216,0.39216
6.8433,-53.273,-9.8977,3.7834,1,0.95686,0.9098
2.8677,-22.115,-284.03,0.87654,1,0.84314,0.68235
5.8909,-45.307,-267.87,1.1392,0.66667,0.74902,1
5.0618,-38.475,-13.075,7.6787,1,0.84314,0.68235
19.127,-143.74,-126.32,2.3,0.98431,0.97255,1
11.72,-87.237,139.58,2.1924,0.75294,0.81961,1
16.922,-125.69,-522.46,0.027565,1,0.84314,0.68235
24.059,-177.86,-22.111,1.1236,0.75294,0.81961,1
11.964,-87.987,14.723,1.7386,0.98431,0.97255,1
6.767,-49.412,-19.612,0.80456,0.75294,0.81961,1
54.265,-390.62,75.872,0.030997,1,0.84314,0.68235
13.351,-95.673,20.335,3.928,0.98431,0.97255,1
27.976,-198.68,-217.42,1.4746,1,0.84314,0.68235
5.2301,-36.981,-67.112,3.8131,0.98431,0.97255,1
13.735,-96.528,58.37,2.4924,0.98431,0.97255,1
7.4283,-51.874,-3.9051,3.6372,0.98431,0.97255,1
10.719,-74.471,79.433,3.2747,0.98431,0.97255,1
24.498,-168.62,-116.85,1.1842,0.98431,0.97255,1
31.231,-214.18,297.18,0.99284,1,0.84314,0.68235
12.113,-82.757,56.635,3.7082,1,0.95686,0.9098
44.424,-302.65,-242.94,0.5312,1,0.84314,0.68235
1.1052,-7.503,30.376,7.4417,1,0.84314,0.68235
11.371,-75.97,157.04,1.377,1,0.84314,0.68235
12.161,-80.061,-157.03,2.7441,1,0.95686,0.9098
28.029,-183.39,-176.99,1.3053,0.66667,0.74902,1
37.565,-245.21,154.78,1.3101,1,0.84314,0.68235
51.4,-334.55,-234.07,0.49803,0.98431,0.97255,1
7.6738,-49.613,79.663,2.5606,0.75294,0.81961,1
10.421,-67.057,58.76,3.1844,1,0.84314,0.68235
3.2599,-20.911,110.99,2.5247,0.98431,0.97255,1
5.8773,-37.33,-10.246,7.3861,0.39216,0.39216,0.39216
18.611,-117.69,-31.129,2.5678,1,0.84314,0.68235
17.282,-108.79,-17.159,1.644,0.98431,0.97255,1
6.5786,-41.246,113.48,2.5875,0.98431,0.97255,1
28.618,-178.83,233.95,0.38458,1,0.84314,0.68235
30.5,-190.06,14.685,2.0416,1,0.84314,0.68235
9.6697,-59.803,30.54,3.8625,0.98431,0.97255,1
61.443,-378.04,-76.817,0.3112,1,0.84314,0.68235
12.896,-78.938,-134.51,2.8675,0.75294,0.81961,1
33.581,-204.35,114.02,0.7917,1,0.95686,0.9098
6.1328,-37.148,0.026755,5.1711,1,0.95686,0.9098
22.729,-137.05,390.99,0.010085,1,0.84314,0.68235
46.741,-280.94,459.43,0.32586,1,0.84314,0.68235
4.304,-25.75,87.166,3.305,1,0.95686,0.9098
8.3174,-49.504,-58.208,3.9614,0.98431,0.97255,1
16.282,-96.424,-79.62,1.4264,0.75294,0.81961,1
35.332,-208.69,-107.8,1.5514,0.66667,0.74902,1
6.7933,-39.919,-23.278,4.8631,1,0.95686,0.9098
20.847,-121.59,151.42,0.57635,1,0.84314,0.68235
37.239,-215.67,-125.97,0.12848,0.75294,0.81961,1
27.227,-156.32,-277.3,1.1777,0.75294,0.81961,1
24.574,-140.7,-219.38,1.2303,1,0.84314,0.68235
3.4029,-19.42,-25.23,5.0829,1,0.84314,0.68235
22.008,-125.02,-230.51,0.50892,0.75294,0.81961,1
13.448,-75.935,-240.46,1.1185,0.75294,0.81961,1
3.6816,-20.536,24.142,6.4805,1,0.84314,0.68235
16.382,-91.226,6.8386,0.92906,0.75294,0.81961,1
8.3906,-46.534,-148.16,0.57105,1,0.95686,0.9098
8.027,-44.354,-74.628,2.6478,0.98431,0.97255,1
14.728,-81.092,-22.635,3.7409,0.98431,0.97255,1
5.2865,-29.037,-1.4725,4.8572,1,0.95686,0.9098
18.124,-99.069,-32.839,1.5549,0.75294,0.81961,1
13.323,-72.731,43.161,2.8372,0.98431,0.97255,1
3.6434,-19.635,-20.229,4.7615,1,0.95686,0.9098
4.1147,-22.134,45.785,4.6813,1,0.95686,0.9098
43.218,-230.65,6.0122,1.707,0.98431,0.97255,1
47.193,-249.91,-7.9724,1.672,1,0.84314,0.68235
5.0129,-26.252,21.583,0.80021,1,0.95686,0.9098
24.685,-128.84,-20.663,3.084,0.98431,0.97255,1
21.2,-110.45,-55.974,2.9446,0.98431,0.97255,1
26.788,-138.29,-75.882,2.1194,0.98431,0.97255,1
6.7998,-34.877,-29.276,5.3043,1,0.95686,0.9098
18.573,-94.899,-41.308,3.1409,0.98431,0.97255,1
27.778,-141.59,227.67,1.8069,0.98431,0.97255,1
45.587,-231.74,126.86,1.7885,0.75294,0.81961,1
10.492,-53.011,-88.421,2.8326,0.98431,0.97255,1
14.685,-74.056,130.57,2.4976,1,0.95686,0.9098
17.038,-85.472,-153.69,2.3941,1,0.84314,0.68235
21.305,-106.55,86.814,2.8736,1,0.95686,0.9098
53.227,-265.67,45.379,0.87551,1,0.95686,0.9098
32.345,-160.48,205.16,1.7146,0.98431,0.97255,1
41.7,-206.35,113.63,0.24588,0.98431,0.97255,1
19.91,-98.363,-215.91,1.1162,0.75294,0.81961,1
5.7543,-28.342,420.95,0.12374,1,0.95686,0.9098
6.5557,-32.188,24.62,6.8834,1,0.84314,0.68235
51.225,-250.76,210.1,0.63003,1,0.84314,0.68235
38.224,-186.67,312.84,0.19081,1,0.84314,0.68235
19.624,-95.461,-1.3012,3.4057,0.98431,0.97255,1
66.972,-323.47,161.38,0.53284,1,0.95686,0.9098
19.813,-95.262,-30.393,3.8883,0.98431,0.97255,1
25.268,-120.78,-51.437,2.7195,0.98431,0.97255,1
30.872,-147.05,6.0957,2.0141,1,0.95686,0.9098
18.057,-85.659,-71.848,0.2098,1,0.84314,0.68235
55.089,-260.72,86.325,1.2433,1,0.84314,0.68235
45.397,-212.8,-426.13,0.34073,0.75294,0.81961,1
21.883,-102.28,56.552,2.584,1,0.95686,0.9098
15.705,-72.96,-98.921,3.4744,0.98431,0.97255,1
34.681,-160.65,60.487,1.3832,1,0.84314,0.68235
33.761,-155.77,-86.11,1.8497,0.98431,0.97255,1
14.569,-67.01,-70.875,1.7202,0.75294,0.81961,1
1.0001,-4.5644,-15.26,10.345,1,0.73333,0.48235
5.5408,-25.189,19.445,5.854,1,0.84314,0.68235
24.446,-110.81,125.13,2.2616,0.75294,0.81961,1
35.475,-160.29,278.89,1.3998,0.98431,0.97255,1
35.046,-157.96,-108.03,2.3248,0.98431,0.97255,1
14.425,-64.822,74.366,2.4865,0.75294,0.81961,1
32.059,-142.91,-174.46,0.97232,0.75294,0.81961,1
81.097,-360.76,180.62,0.28803,0.98431,0.97255,1
8.0198,-35.433,-6.9189,1.8,0.98431,0.97255,1
36.33,-159.8,40.964,1.5916,1,0.84314,0.68235
5.621,-24.692,8.6704,6.712,1,0.84314,0.68235
36.024,-156.8,88.914,2.368,1,0.84314,0.68235
30.892,-133.54,104.59,2.7171,0.98431,0.97255,1
68.568,-295.59,-109.47,1.2868,0.66667,0.74902,1
53.919,-231.9,-1.9402,1.8662,0.75294,0.81961,1
20.398,-87.51,81.134,2.2649,1,0.95686,0.9098
42.343,-180.56,-41.795,2.4849,1,0.84314,0.68235
22.899,-97.358,-56.378,2.9801,1,0.95686,0.9098
30.794,-130.35,50.274,1.1024,1,0.84314,0.68235
25.388,-106.81,-46.397,2.8988,0.98431,0.97255,1
31.03,-130.03,-67.877,2.4206,0.98431,0.97255,1
20.751,-86.452,117.68,2.6161,0.75294,0.81961,1
10.634,-44.117,14.799,3.4159,0.98431,0.97255,1
99.198,-409.37,-212.32,0.18168,1,0.95686,0.9098
31.619,-130.12,-144.81,1.115,0.66667,0.74902,1
56.357,-231.24,97.148,1.8297,1,0.84314,0.68235
62.387,-255.17,72.396,0.41333,0.75294,0.81961,1
4.3632,-17.797,199.97,1.3861,0.75294,0.81961,1
61.127,-248.9,-53.308,1.8903,0.75294,0.81961,1
42.79,-173.64,37.928,2.0699,1,0.84314,0.68235
37.591,-151.7,-196.73,1.2094,0.66667,0.74902,1
10.239,-41.265,78.786,3.4203,1,0.95686,0.9098
20.606,-82.6,89.832,1.3971,0.75294,0.81961,1
22.514,-90.01,-61.355,1.7988,0.75294,0.81961,1
1.0278,-4.1015,-8.088,12.048,1,0.73333,0.48235
42.15,-167.44,-295.76,0.41691,1,0.73333,0.48235
33.226,-131.72,-59.103,0.90652,1,0.95686,0.9098
31.984,-125.84,181.57,2.1664,1,0.95686,0.9098
15.298,-59.949,-122.85,0.29767,0.75294,0.81961,1
4.0389,-15.791,-35.365,8.598,1,0.84314,0.68235
81.276,-317.33,-14.036,0.9715,1,0.84314,0.68235
18.996,-73.899,184.01,0.28352,0.75294,0.81961,1
4.6306,-17.961,-35.584,6.3827,1,0.84314,0.68235
17.984,-69.531,78.022,1.9026,0.75294,0.81961,1
7.1036,-27.353,93.18,1.3479,0.98431,0.97255,1
22.8,-87.637,26.455,2.3665,0.75294,0.81961,1
19.613,-75.117,-158.36,2.5679,1,0.95686,0.9098
16.34,-62.317,-234.62,1.8892,1,0.95686,0.9098
37.648,-143.26,-278.52,1.1453,0.66667,0.74902,1
65.193,-247.33,58.88,0.74462,1,0.84314,0.68235
89.879,-337.8,-412.31,0.30586,1,0.84314,0.68235
50.776,-190.31,-10.38,0.98504,0.75294,0.81961,1
39.555,-148.01,-118.68,1.8332,1,0.95686,0.9098
38.484,-143.38,-184.7,1.4066,1,0.84314,0.68235
40.25,-149.47,24.608,2.2841,0.98431,0.97255,1
41.761,-154.83,195.9,0.93299,1,0.95686,0.9098
59.431,-219.41,83.39,0.77975,1,0.84314,0.68235
30.867,-113.64,-20.184,3.3836,0.98431,0.97255,1
9.6886,-35.578,-68.6,2.8028,0.98431,0.97255,1
3.8877,-14.219,-12.177,6.9225,1,0.84314,0.68235
32.666,-118.85,-163.71,1.2721,1,0.95686,0.9098
50.62,-183.05,32.476,1.5358,0.98431,0.97255,1
43.173,-155.29,121.11,1.2674,0.75294,0.81961,1
6.5535,-23.51,-41.154,3.7807,0.98431,0.97255,1
36.479,-130.43,110.07,1.0408,1,0.84314,0.68235
8.1338,-29.045,-14.058,3.1292,0.98431,0.97255,1
35.26,-125.6,-274.53,0.66598,1,0.84314,0.68235
0.65772,-2.3359,-49.667,5.9271,1,0.95686,0.9098
19.681,-69.844,8.3752,2.252,0.75294,0.81961,1
41.21,-145.98,-29.693,2.9845,0.75294,0.81961,1
21.189,-74.621,-41.941,3.4931,1,0.95686,0.9098
28.378,-99.53,40.763,2.0088,0.98431,0.97255,1
97.773,-342.48,-111.24,0.11067,0.66667,0.74902,1
14.586,-51.003,94.332,0.98836,1,0.84314,0.68235
26.754,-93.253,-45.833,3.1771,0.98431,0.97255,1
70.191,-244.1,-30,0.37088,0.66667,0.74902,1
27.903,-96.53,-67.528,2.7849,0.98431,0.97255,1
7.4552,-25.729,11.335,6.4515,1,0.84314,0.68235
18.792,-64.719,-93.276,2.5851,1,0.95686,0.9098
39.31,-135,165.18,0.4885,1,0.84314,0.68235
13.126,-44.912,-71.176,2.8083,1,0.95686,0.9098
66.797,-227.88,44.185,1.255,1,0.84314,0.68235
6.336,-21.539,-2.3868,9.0915,1,0.73333,0.48235
32.162,-109.07,-12.659,2.2276,0.75294,0.81961,1
43.313,-146.56,105.19,1.4379,0.98431,0.97255,1
9.963,-33.658,9.0855,3.723,1,0.95686,0.9098
39.781,-134.14,125.53,1.4996,1,0.84314,0.68235
3.5855,-12.078,21.463,8.36,1,0.84314,0.68235
71.118,-238.16,-70.643,1.2386,0.75294,0.81961,1
59.451,-198.59,-90.64,2.0771,0.98431,0.97255,1
73.897,-246.33,-249.65,0.10802,0.66667,0.74902,1
48.74,-162.21,-81.509,0.28956,0.66667,0.74902,1
13.556,-45.055,48.876,3.6825,0.98431,0.97255,1
22.806,-75.48,-339.39,1.0394,0.66667,0.74902,1
50.387,-166.37,-75.189,0.69317,1,0.95686,0.9098
37.527,-123.75,78.966,1.5777,1,0.84314,0.68235
23.08,-75.853,-38.065,1.8788,0.75294,0.81961,1
50.666,-165.61,-185.54,0.51748,0.66667,0.74902,1
33.695,-110.04,123.27,2.1053,1,0.84314,0.68235
53.889,-175.24,-159.96,1.1192,0.98431,0.97255,1
58.969,-191.57,12.044,0.79615,0.98431,0.97255,1
45.402,-146.97,76.561,1.9146,0.98431,0.97255,1
14.027,-45.241,-45.909,2.0835,0.75294,0.81961,1
58.342,-187.51,-192.12,0.19551,0.66667,0.74902,1
50.212,-161.07,25.586,0.79949,1,0.84314,0.68235
16.906,-54.161,-99.963,2.1276,1,0.84314,0.68235
43.241,-138.18,-186.88,1.7317,1,0.84314,0.68235
16.008,-50.93,0.60774,4.6727,1,0.95686,0.9098
76.023,-241.25,170.2,0.40937,1,0.84314,0.68235
76.227,-241.1,-188.61,0.9353,1,0.84314,0.68235
3.8027,-11.99,4.9686,10.954,1,0.73333,0.48235
63.167,-198.57,-257.34,0.67003,1,0.95686,0.9098
30.647,-96.125,-137.63,1.6895,0.75294,0.81961,1
31.567,-98.892,7.2101,2.9436,0.98431,0.97255,1
45.225,-141.33,-146.85,2.1317,0.98431,0.97255,1
25.551,-79.672,-170.31,1.3191,0.75294,0.81961,1
9.3657,-29.134,19.201,4.4208,0.98431,0.97255,1
80.858,-251.1,-19.964,1.3775,1,0.84314,0.68235
9.1313,-28.294,0.89263,8.063,1,0.95686,0.9098
57.899,-178.95,-100.44,1.9059,1,0.84314,0.68235
20.767,-63.996,208.72,0.75482,1,0.84314,0.68235
122.83,-375.99,206.98,0.44124,1,0.84314,0.68235
70.597,-215.44,66.994,1.5217,0.98431,0.97255,1
1.6444,-4.9822,5.0106,12.467,1,0.73333,0.48235
18.992,-57.386,10.701,3.0596,0.98431,0.97255,1
61.999,-186.51,-74.191,0.92803,1,0.84314,0.68235
41.325,-123.95,12.326,2.4798,0.98431,0.97255,1
3.8423,-11.512,17.008,7.7399,1,0.84314,0.68235
7.8803,-23.544,-6.9905,0.37248,0.75294,0.81961,1
17.115,-51.004,44.906,3.3121,0.98431,0.97255,1
26.827,-79.704,-18.954,2.0323,0.98431,0.97255,1
25.615,-75.7,35.979,1.4864,0.75294,0.81961,1
24.619,-72.486,34.488,2.3196,0.98431,0.97255,1
14.058,-41.33,3.5817,3.5625,0.98431,0.97255,1
29.941,-87.861,-27.481,2.5805,0.75294,0.81961,1
40.808,-119.54,103.23,2.7373,0.39216,0.39216,0.39216
28.313,-82.758,-144.51,1.1116,0.66667,0.74902,1
7.9656,-23.24,-25.329,4.792,1,0.95686,0.9098
26.322,-76.646,-21.14,2.635,1,0.95686,0.9098
16.277,-47.177,-41.149,1.606,0.75294,0.81961,1
38.73,-112.06,27.919,3.1417,0.98431,0.97255,1
15.503,-44.495,10.118,7.3351,1,0.84314,0.68235
9.6825,-27.748,-48.14,3.0635,0.98431,0.97255,1
106.69,-303.88,229.14,0.1256,0.75294,0.81961,1
54.982,-155.93,64.9,0.57254,1,0.84314,0.68235
27.387,-77.389,-125.45,1.1006,0.98431,0.97255,1
35.614,-100.35,53.857,3.3762,0.98431,0.97255,1
17.91,-50.368,30.331,4.4669,1,0.95686,0.9098
71.743,-201.45,65.723,1.3315,0.75294,0.81961,1
14.396,-40.152,69.291,3.3378,0.98431,0.97255,1
69.389,-192.17,211.57,1.1474,0.75294,0.81961,1
9.1322,-25.248,-130.78,1.8824,0.98431,0.97255,1
79.478,-219.51,149.11,1.0675,1,0.84314,0.68235
22.718,-62.611,-61.63,3.7509,1,0.95686,0.9098
62.692,-172.46,127.1,0.03639,1,0.84314,0.68235
41.224,-113.18,-2.7195,3.5254,0.98431,0.97255,1
68.627,-188.06,-339,0.49417,0.66667,0.74902,1
6.1008,-16.686,3.4723,9.7213,1,0.73333,0.48235
8.3921,-22.841,-5.2515,8.4895,1,0.73333,0.48235
17.97,-48.789,-27.141,4.3786,1,0.95686,0.9098
30.528,-82.788,-127.48,2.7078,0.98431,0.97255,1
8.9529,-24.251,31.479,5.0003,1,0.95686,0.9098
19.793,-53.411,-33.353,3.1721,0.98431,0.97255,1
61.391,-165.42,-41.063,1.3297,1,0.95686,0.9098
64.806,-173.95,45.832,1.4425,0.98431,0.97255,1
28.661,-76.567,15.029,3.8513,1,0.95686,0.9098
15.226,-40.619,33.035,0.957,0.75294,0.81961,1
3.9725,-10.571,14.69,6.5908,1,0.84314,0.68235
66.541,-176.42,-148.18,0.02068,0.75294,0.81961,1
41.95,-110.92,161.05,2.4349,0.98431,0.97255,1
27.064,-71.439,61.447,1.013,1,0.95686,0.9098
36.301,-95.605,79.23,2.9109,1,0.95686,0.9098
86.178,-226.56,70.805,0.98848,1,0.84314,0.68235
44.645,-117.04,241.14,0.35924,1,0.84314,0.68235
133.28,-348.88,-28.131,0.082556,1,0.84314,0.68235
50.912,-133.1,-53.474,2.8678,0.98431,0.97255,1
8.1862,-21.337,121.01,1.8578,0.75294,0.81961,1
66.835,-173.82,99.129,0.42889,0.75294,0.81961,1
112.36,-291.4,125.82,0.19378,1,0.84314,0.68235
12.221,-31.62,-160.39,2.4266,0.98431,0.97255,1
48.62,-125.59,-27.037,3.0207,0.98431,0.97255,1
27.535,-71.023,-143.96,2.7108,0.98431,0.97255,1
52.626,-135.63,-52.897,2.0912,0.98431,0.97255,1
29.958,-77.097,59.401,3.2406,0.98431,0.97255,1
146.3,-374.93,-352.13,0.31921,1,0.84314,0.68235
59.44,-151.58,104.42,0.58745,0.75294,0.81961,1
18.214,-46.157,31.656,5.081,1,0.95686,0.9098
51.071,-129.16,292.31,1.0198,1,0.95686,0.9098
53.052,-133.82,79,0.29309,1,0.95686,0.9098
63.245,-158.49,-217.24,0.76354,0.66667,0.74902,1
37.864,-94.757,43.654,3.0636,0.98431,0.97255,1
2.6237,-6.55,-26.987,4.7724,1,0.95686,0.9098
20.912,-52.081,15.182,3.9076,0.98431,0.97255,1
23.973,-59.614,-180.86,0.75419,1,0.84314,0.68235
33.956,-84.161,-392.88,0.31226,1,0.73333,0.48235
49.472,-122.43,-175.09,1.2248,0.75294,0.81961,1
25.974,-64.052,-104.53,0.27001,1,0.95686,0.9098
57.727,-140.97,61.297,2.2931,0.98431,0.97255,1
62.108,-151.41,228.3,1.6672,0.75294,0.81961,1
152.34,-370.68,57.449,0.54348,1,0.84314,0.68235
64.004,-155.04,196.56,1.0286,0.98431,0.97255,1
54.96,-132.83,40.152,0.47037,0.66667,0.74902,1
24.161,-58.34,-89.348,3.2047,0.98431,0.97255,1
58.436,-140.71,-207.05,1.4997,1,0.95686,0.9098
107.04,-257.45,66.057,1.2041,0.98431,0.97255,1
49.32,-118.27,-238.79,1.4951,0.98431,0.97255,1
6.3449,-15.158,21.642,4.2892,1,0.95686,0.9098
63.97,-152.64,-94.288,0.4208,0.75294,0.81961,1
48.328,-115.02,36.68,1.0696,0.98431,0.97255,1
41.496,-97.919,-195.69,1.6212,0.75294,0.81961,1
110.31,-260.03,114.75,1.3894,1,0.73333,0.48235
53.466,-125.52,-92.344,1.5459,0.75294,0.81961,1
145.03,-339.92,-236.19,0.089674,0.75294,0.81961,1
21.575,-50.432,87.163,3.2261,1,0.95686,0.9098
54.228,-126.49,-39.081,0.70239,1,0.84314,0.68235
30.273,-70.467,-164.49,1.7358,0.75294,0.81961,1
117.72,-273.53,351.69,0.3323,0.75294,0.81961,1
208.06,-482.32,-241.25,0.080231,0.75294,0.81961,1
71.007,-164.07,249.27,1.2561,0.75294,0.81961,1
39.936,-92.068,21.671,3.4728,1,0.84314,0.68235
95.838,-220,139.92,0.98151,0.75294,0.81961,1
5.7443,-13.16,-64.875,4.7777,1,0.95686,0.9098
30.682,-70.148,127.6,2.3368,1,0.95686,0.9098
23.996,-54.719,-169.99,0.94146,1,0.84314,0.68235
6.6948,-15.214,-7.3436,8.313,1,0.84314,0.68235
79.515,-180.44,37.969,1.2061,0.75294,0.81961,1
56.523,-128.15,78.925,2.959,0.75294,0.81961,1
15.007,-33.963,-24.82,5.2703,1,0.95686,0.9098
53.411,-120.19,37.624,2.4396,0.98431,0.97255,1
34.981,-78.542,147.07,1.7932,1,0.84314,0.68235
55.307,-124.05,-57.515,3.0861,0.98431,0.97255,1
6.1675,-13.803,16.442,5.4749,1,0.95686,0.9098
35.333,-79.013,-6.6134,2.0273,0.98431,0.97255,1
32.498,-72.456,-40.817,3.7961,0.98431,0.97255,1
70.014,-155.86,-59.216,2.3336,0.98431,0.97255,1
35.373,-78.622,-66.003,1.7113,0.75294,0.81961,1
40.646,-90.194,59.815,0.31508,1,0.95686,0.9098
24.886,-55.097,23.233,4.0132,1,0.95686,0.9098
28.273,-62.408,-55.517,2.4131,0.98431,0.97255,1
25.347,-55.879,45.51,3.5747,1,0.95686,0.9098
60.405,-132.92,178.25,0.91745,1,0.95686,0.9098
67.211,-147.63,-141.2,0.52726,0.66667,0.74902,1
30.769,-67.48,40.113,1.0304,0.75294,0.81961,1
74.341,-162.2,186.91,0.23855,1,0.84314,0.68235
91.477,-199.29,-285.15,0.95022,1,0.84314,0.68235
83.266,-181.08,96.039,1.8157,0.75294,0.81961,1
11.758,-25.501,99.416,1.5394,1,0.84314,0.68235
37.333,-80.866,-110.39,2.4309,1,0.84314,0.68235
124.79,-269.98,119.46,1.2708,1,0.73333,0.48235
48.046,-103.54,-186.69,0.28958,0.66667,0.74902,1
72.915,-156.86,-183.98,0.86848,1,0.84314,0.68235
36.871,-78.466,-194.8,1.7359,0.98431,0.97255,1
40.688,-86.471,-108.12,0.52367,1,0.95686,0.9098
131.72,-279.56,158.31,1.167,1,0.84314,0.68235
61.234,-129.74,-206.27,0.83942,1,0.95686,0.9098
150.53,-318.1,-258.54,0.69918,1,0.95686,0.9098
131.44,-277.57,-91.695,1.2108,0.66667,0.74902,1
5.9906,-12.627,3.1139,1.3005,0.75294,0.81961,1
42.855,-90.131,-153.57,2.326,1,0.95686,0.9098
42.63,-89.528,42.478,3.6754,0.98431,0.97255,1
14.046,-29.429,68,4.3527,1,0.95686,0.9098
118.97,-248.92,-13.936,0.54354,0.66667,0.74902,1
96.893,-202.34,-337.01,0.23348,1,0.95686,0.9098
151.86,-316.6,89.324,0.35455,0.75294,0.81961,1
66.121,-137.68,-16.4,2.1079,0.98431,0.97255,1
33.685,-69.962,-181.74,0.57075,1,0.84314,0.68235
72.641,-150.67,-181.62,0.98728,1,0.84314,0.68235
32.26,-66.853,-166.7,1.1839,0.66667,0.74902,1
94.779,-196.1,104.43,0.435,1,0.84314,0.68235
66.589,-137.53,36.006,1.0207,1,0.84314,0.68235
56.882,-117.39,-47.68,2.9667,0.98431,0.97255,1
116.54,-239.5,-220.88,0.22449,1,0.84314,0.68235
46.28,-94.97,38.993,2.5421,0.75294,0.81961,1
40.295,-82.52,134.83,0.9673,1,0.84314,0.68235
22.578,-46.174,37.069,3.5505,1,0.95686,0.9098
29.507,-60.218,30.292,1.4261,0.75294,0.81961,1
58.223,-118.67,-391.51,0.53908,1,0.84314,0.68235
95.151,-193.53,-239.9,1.4068,1,0.95686,0.9098
132.95,-269.23,-109.14,0.99772,1,0.84314,0.68235
51.588,-104.33,-2.3357,3.65,0.98431,0.97255,1
52.112,-105.17,26.532,2.088,1,0.84314,0.68235
5.2549,-10.574,21.512,8.3406,1,0.73333,0.48235
37.38,-75.099,-48.689,3.7763,0.98431,0.97255,1
114.39,-229.46,-49.311,1.696,1,0.84314,0.68235
34.611,-69.24,87.313,2.6049,0.98431,0.97255,1
4.7867,-9.5591,0.66426,6.3808,1,0.84314,0.68235
87.67,-174.57,11.581,0.1721,1,0.84314,0.68235
49.313,-98.017,25.905,2.2796,0.98431,0.97255,1
21.643,-42.873,73.589,2.5807,1,0.84314,0.68235
73.175,-144.75,90.785,1.3539,1,0.84314,0.68235
12.209,-24.087,70.904,2.6096,0.98431,0.97255,1
11.427,-22.5,-24.255,7.9396,0.39216,0.39216,0.39216
39.143,-76.905,81.805,0.98398,1,0.84314,0.68235
80.168,-157.27,12.812,1.3802,0.66667,0.74902,1
17.119,-33.538,18.723,6.6311,1,0.84314,0.68235
6.6838,-13.062,38.666,6.5873,1,0.84314,0.68235
51.454,-100.42,-76.019,2.5114,0.98431,0.97255,1
66.747,-129.84,99.51,1.9341,1,0.95686,0.9098
175.62,-339.79,-322.02,0.20515,0.66667,0.74902,1
13.32,-25.754,24.978,9.2657,1,0.73333,0.48235
56.932,-109.94,-72.905,2.963,0.98431,0.97255,1
99.368,-191.39,-137.5,0.81088,0.75294,0.81961,1
61.231,-117.8,22.097,1.7449,0.75294,0.81961,1
91.502,-175.48,98.895,0.78569,1,0.84314,0.68235
40.776,-78.03,-74.718,3.4076,0.98431,0.97255,1
34.499,-65.908,-118.9,2.5754,1,0.84314,0.68235
168.85,-321.29,152.52,0.99417,1,0.73333,0.48235
93.654,-178.02,-31.893,2.4054,1,0.84314,0.68235
11.676,-22.172,2.0016,0.75832,1,0.84314,0.68235
58.227,-110.39,110.88,2.2971,0.98431,0.97255,1
19.678,-37.24,-98.309,3.3441,0.98431,0.97255,1
10.578,-19.977,59.117,3.8133,0.98431,0.97255,1
75.423,-142.31,-210.76,0.66171,0.66667,0.74902,1
28.514,-53.74,-97.835,3.2826,1,0.95686,0.9098
39.832,-74.924,107.78,2.7136,0.75294,0.81961,1
6.3259,-11.891,-42.005,3.2873,0.98431,0.97255,1
29.759,-55.85,39.026,3.8736,0.98431,0.97255,1
68.233,-127.87,-246.22,0.79034,1,0.95686,0.9098
16.042,-29.913,-80.471,3.784,0.98431,0.97255,1
20.407,-37.986,-160.7,2.8644,1,0.84314,0.68235
94.646,-175.59,-190,0.69953,1,0.73333,0.48235
123.79,-229.33,-15.96,0.99599,0.75294,0.81961,1
17.072,-31.567,-59.679,4.5558,0.98431,0.97255,1
104.77,-193.32,88.34,1.4066,0.75294,0.81961,1
2.5025,-4.5998,-3.2851,12.434,1,0.73333,0.48235
